Company_ID,Ownership_Type,Internal_Control_Score,Effective_Tax_Rate,Audit_Likelihood,Offshore_Transactions,Previous_Fines,Board_Independence,Revenue,Profit_Before_Tax,Leverage_Ratio,Market_Region,Governance_Score,Restatement_History,Whistleblower_Reports,Tax_Risk_Score
C0266,Private,72,6.5,0.44,7,1250238,61,209820126,53150024,2.28,South America,39,0,3,High
C0267,Foreign Subsidiary,46,7.08,0.95,9,3943485,88,665634569,190778877,2.9,Asia,75,0,0,High
C0268,Foreign Subsidiary,95,29.08,0.13,6,956147,71,217168649,74964208,3.61,South America,63,0,4,Medium
C0269,Private,80,29.27,0.77,6,2122895,20,337437242,101816817,1.46,EU,85,0,0,High
C0270,Public,47,12.36,0.62,5,3277034,49,939412582,3856052,0.58,EU,88,0,3,High
C0271,Public,76,23.46,0.82,3,765376,20,700174084,141674111,4.54,EU,62,0,1,Medium
C0272,Private,90,18.3,0.6,7,2245423,67,943156753,167708566,4.76,Asia,52,0,1,High
C0273,Public,49,23.98,0.96,5,4520501,33,124396020,180671832,3.16,South America,44,1,4,High
C0274,Private,82,30.89,0.63,4,4897213,50,246226080,188512288,2.6,North America,54,0,2,High
C0275,Public,96,7.4,0.78,6,1976270,81,420548784,137013223,0.36,Middle East,55,0,2,High
C0276,Public,54,28.34,0.88,2,673990,50,726256785,146542923,2.14,South America,41,1,4,High
C0277,Foreign Subsidiary,77,19.79,0.71,6,2821447,26,929515955,27364368,1.77,EU,93,0,2,High
C0278,Foreign Subsidiary,54,21.92,0.52,4,3447930,39,731633913,99785992,1.98,South America,48,0,3,High
C0279,Public,44,24.62,0.27,3,366109,50,21337227,123214361,3.62,South America,78,1,7,High
C0280,Public,68,32.68,0.85,4,4860839,28,108997912,20700269,1.87,Asia,48,0,3,High
C0281,Foreign Subsidiary,58,6.7,0.48,5,2341180,30,31755903,12112239,3.98,Middle East,52,0,1,High
C0282,Foreign Subsidiary,93,5.88,0.62,4,716268,25,426454709,157507433,4.95,Asia,85,0,0,High
C0283,Foreign Subsidiary,90,10.35,0.08,8,4139149,62,443166554,185322974,2.78,Asia,92,0,2,High
C0284,Private,49,34.59,0.5,6,636092,78,237104552,162476291,1.46,EU,81,1,3,High
C0285,Public,51,26.45,0.7,6,1920427,37,10603572,101640418,4.79,Asia,93,0,3,High
C0286,Foreign Subsidiary,93,23.44,0.58,4,3851065,48,618221040,95566596,3.69,Middle East,47,0,2,High
C0287,Public,43,6.41,0.45,2,1158305,20,342930431,3171761,1.2,EU,79,1,1,High
C0288,Private,70,31.37,0.22,6,691711,63,874126718,42810797,4.97,Asia,42,1,0,High
C0289,Private,57,29.38,0.31,3,4649565,52,474328496,196308193,0.15,EU,95,1,2,High
C0290,Foreign Subsidiary,55,24.94,0.7,2,1676765,86,254601429,572343,2.92,South America,65,0,2,High
C0291,Private,79,15.17,0.22,7,4195768,57,384695105,68821857,3.45,Middle East,51,0,1,High
C0292,Public,75,7.12,0.62,6,692892,60,263163366,122086711,0.99,North America,36,0,0,High
C0293,Foreign Subsidiary,64,22.4,0.59,5,242852,35,34592504,157830103,0.35,North America,41,1,3,High
C0294,Public,62,26.59,0.97,5,364267,57,226812942,162947988,0.14,North America,37,0,1,Medium
C0295,Public,51,7.83,0.06,3,4489560,82,515320278,64261934,4.64,South America,52,0,1,High
C0296,Private,73,24.01,0.11,10,1886458,28,247877757,164148376,2.96,Asia,42,0,2,High
C0297,Private,75,13.59,0.51,6,767687,46,183647820,153606823,0.94,South America,34,0,0,Medium
C0298,Private,76,27.93,0.53,5,3149428,50,462601912,61365018,3.12,North America,36,0,3,High
C0299,Private,42,21.19,0.04,2,4951475,34,597361580,152773181,0.11,Asia,97,0,1,High
C0300,Private,48,8.87,0.83,3,1693240,48,302371950,132008969,1.93,South America,38,0,4,High
C0301,Foreign Subsidiary,92,20.8,0.49,7,401208,28,978601939,199519330,3.86,Asia,48,0,0,Medium
C0302,Public,57,16.87,0.35,7,1909057,63,594131276,60723473,0.59,North America,94,0,1,High
C0303,Public,82,10.41,0.32,1,3913020,79,914353654,93753271,3.06,Middle East,97,0,3,High
C0304,Public,74,30.25,0.86,4,4755251,58,485948378,98991159,1.65,North America,81,1,2,High
C0305,Public,96,5.33,0.2,4,3233328,70,492748713,49156487,0.58,North America,57,0,1,High
C0306,Private,94,14.36,0.16,7,4185951,59,856359696,83990946,4.14,EU,35,0,2,High
C0307,Public,73,5.38,0.21,4,4535295,82,551190750,111423200,2.79,Asia,73,0,5,High
C0308,Foreign Subsidiary,80,7.88,0.63,4,755385,25,490688153,158909272,3.98,EU,56,0,3,High
C0309,Foreign Subsidiary,53,13.91,0.81,5,2695366,57,898145621,171581493,4.85,South America,75,0,7,High
C0310,Public,43,6.63,0.33,3,4173902,51,336538408,36287382,1.0,South America,33,0,4,High
C0311,Public,68,22.9,0.17,8,4163513,25,871850847,124637845,0.77,North America,59,0,1,High
C0312,Foreign Subsidiary,80,7.61,0.21,5,80600,73,613495935,71494186,4.91,EU,74,0,1,High
C0313,Foreign Subsidiary,84,26.05,0.62,7,600399,70,753651541,67209585,1.24,EU,87,0,2,Medium
C0314,Private,89,6.58,0.25,7,3680748,53,663265789,37594794,2.19,Middle East,91,0,1,High
C0315,Foreign Subsidiary,54,6.78,0.88,2,4560932,28,106975003,13873546,4.2,Middle East,83,0,1,High
C0316,Private,67,14.16,0.1,2,727009,24,769826614,146253704,1.23,North America,53,1,3,High
C0317,Private,81,31.9,0.03,8,2372612,80,593827113,114539361,3.59,South America,59,1,2,High
C0318,Private,55,24.24,0.09,3,2751344,25,769154926,66496791,3.96,Middle East,86,0,1,High
C0319,Private,51,28.1,0.85,5,2630953,69,731065152,134891304,2.53,EU,82,0,1,High
C0320,Private,91,9.25,0.65,5,3792643,51,5084931,12418867,2.49,EU,99,0,2,High
C0321,Public,44,30.02,0.96,2,914668,38,72636687,70259597,1.22,North America,39,0,3,High
C0322,Foreign Subsidiary,73,5.24,0.34,4,4927482,77,766117866,195739662,3.17,Asia,30,1,1,High
C0323,Private,81,11.39,0.21,8,3217297,67,17528982,54848552,1.08,Asia,73,0,6,High
C0324,Foreign Subsidiary,40,23.48,0.56,14,4362876,36,616831845,36342748,1.39,South America,88,0,2,High
C0325,Foreign Subsidiary,78,16.26,0.54,5,4599786,79,911667432,89285806,3.02,North America,40,1,2,High
C0326,Private,71,34.53,0.59,7,3567213,29,229362479,189178716,1.46,Middle East,49,1,1,High
C0327,Public,65,5.91,0.35,4,4785932,69,389420323,17452059,2.37,South America,89,0,1,High
C0328,Private,56,34.96,0.01,3,2376166,57,896869581,173078793,4.76,Middle East,73,1,2,High
C0329,Public,87,23.71,0.04,8,3823754,59,562062378,146425025,3.01,North America,45,0,0,High
C0330,Foreign Subsidiary,98,21.76,0.66,6,1856660,22,209708202,150874015,3.78,South America,91,0,2,High
C0331,Public,66,6.79,0.52,4,4344473,50,809963842,96154862,3.54,South America,85,0,4,High
C0332,Public,63,13.2,0.82,5,1992718,35,915180160,49382411,4.77,Middle East,32,0,4,High
C0333,Public,74,32.74,0.3,4,4369815,47,545470571,167368147,0.62,Asia,31,0,0,High
C0334,Foreign Subsidiary,85,15.63,0.82,2,2972091,64,188189263,64820483,1.0,Asia,73,0,2,High
C0335,Foreign Subsidiary,81,24.85,0.43,7,1533265,56,678156544,189259549,3.46,Middle East,73,0,1,High
C0336,Public,93,34.98,0.1,9,527131,62,964368276,100016941,4.25,EU,53,0,2,Medium
C0337,Public,78,12.89,0.98,7,2038579,47,921567357,128025610,3.76,EU,42,0,4,High
C0338,Private,65,22.28,0.51,6,1151597,79,263377473,77755694,0.82,South America,30,0,3,High
C0339,Public,88,25.89,0.63,5,2502845,83,457753483,170059541,3.43,Middle East,68,1,3,High
C0340,Private,77,9.94,0.67,0,4768849,79,819546637,35514018,3.18,Asia,34,0,0,High
C0341,Public,62,9.46,0.36,3,172224,55,752754581,2010823,2.73,North America,42,0,3,High
C0342,Private,61,18.69,0.75,4,2152385,66,237476471,159481363,2.86,EU,37,0,3,High
C0343,Foreign Subsidiary,43,16.57,0.87,6,1379692,57,151761939,164246868,3.08,North America,80,0,1,High
C0344,Public,88,26.43,0.39,5,2359148,84,600113872,6300503,0.99,Asia,78,0,2,High
C0345,Public,98,7.09,0.66,6,3777307,53,92759355,182199652,1.73,Middle East,78,0,0,High
C0346,Public,48,34.16,0.76,9,4798507,41,998548550,30116409,3.1,EU,77,0,5,High
C0347,Public,43,5.43,0.19,4,338808,70,541065364,137561747,0.49,South America,69,0,3,High
C0348,Private,46,23.04,0.33,2,355771,64,69904993,136849156,3.58,North America,59,0,0,High
C0349,Public,62,21.88,0.11,7,1121684,21,546274427,102292001,3.75,EU,73,0,2,High
C0350,Foreign Subsidiary,41,9.04,0.6,8,829907,77,6908757,6989081,0.8,Asia,82,0,4,High
C0351,Foreign Subsidiary,88,9.53,0.8,7,708897,31,705560277,125955665,1.49,EU,65,0,2,High
C0352,Public,63,28.78,0.61,5,318901,46,752345300,43508124,1.23,EU,98,0,2,Medium
C0353,Foreign Subsidiary,79,31.63,0.18,4,762115,57,127584959,109212704,1.13,Middle East,59,0,2,Medium
C0354,Public,94,13.49,0.55,4,770794,39,616955724,61805923,1.9,Middle East,67,1,3,High
C0355,Public,70,18.14,0.83,4,3774619,62,30233644,130894729,3.8,South America,36,0,1,High
C0356,Foreign Subsidiary,86,15.65,0.3,3,2575040,51,423784965,7325335,2.09,Middle East,62,0,2,High
C0357,Public,70,7.18,0.83,2,2805932,42,303547672,16808089,2.72,Asia,97,0,3,High
C0358,Foreign Subsidiary,86,25.2,0.78,8,4905276,60,353047998,72757593,0.7,South America,80,0,0,High
C0359,Private,79,29.76,0.02,2,553275,21,611449707,86740393,3.11,North America,39,0,0,Medium
C0360,Public,87,14.15,0.24,3,4663695,81,825125598,48629166,5.0,South America,67,0,2,High
C0361,Private,90,34.71,0.54,10,2571826,72,854223960,6898225,3.67,Middle East,69,0,1,High
C0362,Foreign Subsidiary,82,7.28,0.72,3,700527,76,588888223,26419213,2.48,South America,32,0,2,High
C0363,Private,73,24.85,0.88,3,2011692,67,911314806,14262470,2.41,South America,53,0,2,High
C0364,Private,94,18.45,0.64,7,1050398,25,39635292,31256542,4.62,EU,31,0,2,High
C0365,Foreign Subsidiary,63,18.4,0.38,3,4473478,35,972751407,66056349,2.1,EU,52,1,4,High
C0366,Private,88,18.73,0.18,7,4780022,30,353526370,69272521,3.66,EU,80,0,2,High
C0367,Private,99,12.76,0.76,6,640306,65,219123339,64410562,3.09,South America,88,0,1,Medium
C0368,Foreign Subsidiary,65,26.47,0.21,4,1742017,76,683202447,193630821,3.17,Middle East,71,0,3,High
C0369,Private,55,26.65,0.7,5,1745704,86,64723080,72934422,0.51,Asia,48,0,2,High
C0370,Foreign Subsidiary,96,13.47,0.18,4,4922863,26,455050764,35274061,3.36,Asia,37,0,2,High
C0371,Private,86,30.06,0.09,4,4490819,71,294332732,37629359,3.25,North America,55,1,2,High
C0372,Foreign Subsidiary,52,14.51,0.25,5,3882242,71,297878923,86169780,3.73,Asia,73,0,3,High
C0373,Foreign Subsidiary,54,26.75,0.28,5,2149292,49,550008985,138496044,3.42,Middle East,77,0,4,High
C0374,Private,66,8.63,0.65,4,3643801,74,170940726,156002469,4.41,Asia,65,0,3,High
C0375,Private,43,10.06,0.16,8,1573968,41,215120078,164417158,4.99,South America,38,0,0,High
C0376,Private,55,14.47,0.93,5,3857991,23,202878083,188853651,1.04,South America,40,1,4,High
C0377,Public,69,22.82,0.55,9,2955293,24,259094128,146407100,4.45,EU,70,0,2,High
C0378,Public,83,24.37,0.49,3,1675634,41,596317705,178238881,1.53,North America,91,0,2,High
C0379,Public,69,16.89,0.43,2,2397433,87,169062127,27061911,1.38,Asia,53,0,3,High
C0380,Foreign Subsidiary,75,7.34,0.57,6,1862995,23,713289579,193821264,1.2,South America,61,0,1,High
C0381,Private,42,16.21,0.02,5,3170163,62,61729125,85218419,2.78,Asia,62,0,0,High
C0382,Foreign Subsidiary,61,25.66,0.99,8,65420,34,544408495,49181008,2.68,EU,74,0,2,Medium
C0383,Public,88,25.13,0.56,4,4595972,35,448955467,48749013,4.27,North America,62,1,0,High
C0384,Private,61,9.81,0.04,8,3698595,77,973787259,133023907,2.25,EU,31,0,4,High
C0385,Foreign Subsidiary,89,5.23,0.59,7,3607255,52,931426325,102518536,3.94,Asia,95,0,1,High
C0386,Private,96,27.59,0.44,3,4338164,84,925589221,110747782,4.87,Asia,50,1,2,High
C0387,Foreign Subsidiary,89,8.19,0.02,6,4331446,44,231254527,157250417,1.05,EU,51,0,0,High
C0388,Private,94,7.47,0.92,8,2794035,56,231973021,139642317,0.51,Middle East,94,0,3,High
C0389,Public,99,5.08,0.01,7,4012961,37,298261326,188801856,1.81,EU,61,0,2,High
C0390,Public,88,17.98,0.58,1,3335534,44,728581944,58817321,4.8,South America,58,1,3,High
C0391,Private,51,20.1,0.96,5,1872899,34,745137540,56236124,3.94,Middle East,98,1,3,High
C0392,Foreign Subsidiary,94,24.13,0.24,5,2267493,87,995433008,188034950,2.33,Middle East,65,0,8,High
C0393,Public,60,13.88,0.25,2,43719,54,228823299,145980120,0.56,Asia,54,0,2,Medium
C0394,Public,95,26.31,0.0,8,2082888,87,224618393,181326193,1.55,EU,51,0,4,High
C0395,Public,43,10.08,0.07,5,2955688,61,949051370,99775742,4.45,EU,98,0,0,High
C0396,Private,70,29.96,0.04,2,988918,31,133511250,69542028,0.85,South America,81,0,0,Medium
C0397,Private,83,22.16,0.82,3,2134110,41,885110157,70839278,3.31,Asia,96,0,1,High
C0398,Foreign Subsidiary,70,22.52,0.84,6,2510907,55,507695258,74299859,3.1,South America,53,0,2,High
C0399,Foreign Subsidiary,97,11.29,0.73,8,3605938,53,341611447,62392966,1.62,Middle East,76,0,1,High
C0400,Foreign Subsidiary,62,7.22,0.35,5,4067111,44,510369765,111102977,2.99,Asia,40,0,4,High
C0401,Private,93,18.94,0.82,7,4177944,58,370293849,186399059,3.71,Asia,35,1,2,High
C0402,Private,92,23.47,0.54,2,3615428,78,140771753,99071347,0.39,Asia,80,0,5,High
C0403,Foreign Subsidiary,59,7.85,0.3,5,1125180,69,909418518,52687167,4.01,EU,90,1,3,High
C0404,Foreign Subsidiary,54,33.52,0.44,4,1687539,80,190295209,140166045,2.36,Asia,73,0,2,High
C0405,Private,62,34.41,0.07,5,4842385,52,55288560,70366879,1.19,South America,39,0,2,High
C0406,Foreign Subsidiary,67,21.36,0.94,5,1354566,26,93288572,75280083,2.74,South America,62,0,1,High
C0407,Public,55,33.5,0.62,3,2858917,38,12830337,176919099,0.39,South America,93,0,5,High
C0408,Private,76,10.38,0.73,6,4010345,39,814228789,71577286,4.22,Middle East,44,0,3,High
C0409,Foreign Subsidiary,60,5.76,0.68,12,183630,24,228024332,61781253,4.96,Middle East,79,0,5,High
C0410,Private,54,6.18,0.67,6,4304887,26,738161099,127754417,3.42,Middle East,34,0,1,High
C0411,Public,56,22.63,0.02,4,3200176,39,947395108,83591053,1.66,EU,30,0,0,High
C0412,Private,89,6.85,0.53,4,4339389,66,800429223,92115466,4.47,Asia,67,0,0,High
C0413,Private,76,33.76,0.82,2,984115,26,419813987,174014313,1.63,EU,41,0,0,Medium
C0414,Private,52,9.26,0.04,3,1494046,83,300816003,72601949,1.87,Middle East,59,1,2,High
C0415,Private,58,14.14,0.96,7,2616392,85,925801182,114272417,4.62,EU,40,0,1,High
C0416,Public,69,29.68,0.42,8,2452626,26,150114920,161190089,3.14,Asia,73,0,1,High
C0417,Private,84,11.56,0.29,4,303227,34,283211227,182748032,1.96,South America,75,0,3,Medium
C0418,Private,57,12.29,0.53,5,4047839,53,57207079,176844077,2.27,South America,81,1,1,High
C0419,Foreign Subsidiary,53,24.27,0.8,0,2729402,85,631355914,116821416,3.43,Middle East,92,0,3,High
C0420,Private,75,13.28,0.47,4,628913,47,878777070,76610136,3.3,EU,55,0,1,Medium
C0421,Foreign Subsidiary,75,11.52,0.65,5,3392165,85,858018039,58853094,1.88,South America,56,0,3,High
C0422,Public,59,12.63,0.5,6,2674221,30,614542890,191866336,0.69,EU,68,0,3,High
C0423,Public,91,19.72,0.63,5,766743,89,230725391,21414323,2.16,South America,34,1,2,High
C0424,Public,58,33.98,0.14,5,4786802,75,624692773,181103448,3.38,EU,65,0,2,High
C0425,Public,84,29.97,0.04,5,3323208,42,412285020,49270869,1.4,South America,30,0,2,High
C0426,Foreign Subsidiary,83,13.54,0.14,7,576474,29,435646286,130538701,4.43,EU,81,0,2,Medium
C0427,Private,46,15.9,0.29,6,3441358,43,163461268,170398338,1.76,North America,37,0,1,High
C0428,Public,96,18.94,0.25,4,827482,79,978230221,110948883,1.1,Asia,30,0,3,Medium
C0429,Private,83,34.37,0.62,3,3586394,31,826975695,117983527,2.16,EU,36,0,3,High
C0430,Foreign Subsidiary,92,10.17,0.46,11,3922335,24,106308407,143095038,1.26,EU,67,0,3,High
C0431,Foreign Subsidiary,43,15.72,0.04,7,3211500,38,162745435,108352818,2.33,Middle East,88,0,2,High
C0432,Foreign Subsidiary,98,26.88,0.03,2,3907098,56,129390093,50734308,0.53,EU,89,0,2,High
C0433,Public,73,33.92,0.09,7,1355408,47,478855369,89678028,2.24,EU,96,0,2,High
C0434,Private,41,9.67,0.35,5,927385,63,242475502,72813377,3.72,Middle East,36,0,3,High
C0435,Private,44,11.82,0.01,6,3446071,62,339923957,111849419,1.48,North America,37,0,3,High
C0436,Private,94,11.77,0.49,4,1640669,88,991260872,39874847,4.92,EU,63,0,2,High
C0437,Foreign Subsidiary,49,5.63,0.36,3,2696681,39,732525595,65322534,1.01,Middle East,69,0,2,High
C0438,Public,71,23.12,0.56,3,2145873,25,431188557,138630280,1.78,Asia,71,0,5,High
C0439,Foreign Subsidiary,81,25.12,0.72,10,4918491,88,390757565,182069556,2.51,South America,61,0,0,High
C0440,Foreign Subsidiary,80,23.08,0.25,7,455311,31,693141759,88157752,4.23,Asia,98,0,1,Medium
C0441,Private,52,7.14,0.16,4,4562177,34,813905810,80988428,2.23,North America,42,0,2,High
C0442,Foreign Subsidiary,78,7.08,0.28,7,2257875,86,95491960,66533599,3.7,Asia,84,0,4,High
C0443,Private,44,11.31,0.0,7,1604509,82,946464140,116202354,0.17,South America,41,0,0,High
C0444,Public,97,13.71,0.12,4,690504,55,729955002,788873,0.23,North America,30,0,3,Medium
C0445,Private,49,28.6,0.75,5,4584886,26,239586290,162550660,0.29,Asia,36,0,2,High
C0446,Public,49,9.78,0.22,7,4639934,20,539286262,31321202,0.21,Asia,39,0,0,High
C0447,Private,77,6.32,0.99,8,4564287,68,29124260,171837524,1.1,EU,66,0,2,High
C0448,Foreign Subsidiary,66,16.82,0.17,4,2990746,41,626064998,22994656,3.02,North America,77,0,4,High
C0449,Foreign Subsidiary,99,17.49,0.79,1,3864821,71,207139443,67882171,3.97,Asia,94,0,4,High
C0450,Public,90,18.53,0.71,5,3476616,62,507282558,104818823,2.88,South America,71,1,3,High
C0451,Public,60,29.81,0.32,5,3460954,58,532976764,128637677,0.5,Asia,42,0,2,High
C0452,Public,47,7.94,0.33,10,4280486,62,796920962,124842934,3.55,EU,52,0,1,High
C0453,Private,40,26.12,0.56,5,4206754,73,758114950,89430695,2.81,South America,86,0,2,High
C0454,Private,67,15.14,0.85,4,4025780,40,542294875,103552322,1.65,Middle East,48,0,2,High
C0455,Public,88,14.3,0.39,8,3228672,34,374704973,17246797,0.97,EU,61,0,0,High
C0456,Foreign Subsidiary,78,32.98,0.06,3,3901617,57,194505781,156056934,0.5,Asia,39,0,2,High
C0457,Private,53,12.45,0.37,3,409414,42,973918692,154033953,2.52,EU,37,0,2,High
C0458,Private,60,24.28,0.21,7,3248046,70,426086831,72316402,4.22,EU,45,1,2,High
C0459,Private,69,13.25,0.94,11,68597,42,51789299,150508357,0.59,South America,64,0,2,Medium
C0460,Public,60,20.21,0.7,4,1917798,70,475853854,139964739,0.62,North America,87,0,3,High
C0461,Public,88,28.59,0.05,3,2491059,65,161609792,39651027,1.44,Middle East,77,0,2,High
C0462,Public,48,31.45,0.29,8,2219245,80,530580014,178575104,1.96,Middle East,77,0,0,High
C0463,Public,56,30.16,0.05,2,2538612,35,780381707,197633692,4.97,North America,52,0,1,High
C0464,Public,44,22.47,0.83,8,140635,79,116993815,184174551,2.74,EU,55,0,2,High
C0465,Foreign Subsidiary,97,12.46,0.91,7,905222,51,475785245,121228081,4.16,Middle East,84,0,1,Medium
C0466,Foreign Subsidiary,96,24.84,0.11,4,2544813,60,341950325,1428165,1.2,South America,52,0,1,High
C0467,Public,70,26.3,0.44,4,3974259,79,457275885,66834335,4.56,Asia,79,0,1,High
C0468,Private,91,5.32,0.93,3,4905214,40,677624751,23884270,3.74,South America,52,0,1,High
C0469,Public,79,18.18,0.15,8,2658775,87,58518810,31008346,1.74,South America,83,0,3,High
C0470,Foreign Subsidiary,77,30.3,0.29,3,3388349,26,123931407,168452223,3.8,Asia,85,0,3,High
C0471,Foreign Subsidiary,82,19.69,0.3,5,2484418,89,649518996,73283616,4.44,Asia,74,0,2,High
C0472,Private,58,14.34,0.03,5,4681545,39,14111287,134534318,1.86,South America,41,0,3,High
C0473,Foreign Subsidiary,75,31.15,0.04,3,3805387,63,889681795,195960697,4.17,Middle East,51,0,3,High
C0474,Public,89,9.68,0.95,7,800455,63,313727934,124272897,2.28,Middle East,46,0,2,High
C0475,Private,72,11.19,0.57,4,3474312,31,601648129,100434325,3.75,South America,77,0,2,High
C0476,Public,52,25.62,0.31,5,1655273,78,630240020,152095331,1.54,Asia,79,0,3,High
C0477,Public,53,15.57,0.38,4,2714105,53,315325894,93207034,3.48,South America,88,0,3,High
C0478,Private,95,26.39,0.71,4,265998,63,392331142,27703495,4.39,EU,68,0,3,Medium
C0479,Public,72,9.73,0.37,5,4329475,59,693415809,118138307,2.45,EU,89,0,1,High
C0480,Foreign Subsidiary,68,12.57,0.23,3,1129108,21,214617792,47220748,3.91,EU,46,0,1,High
C0481,Public,82,9.7,0.1,3,2753415,80,144905154,86655891,2.83,EU,63,0,3,High
C0482,Private,88,33.59,0.73,4,740051,40,733110080,7926351,4.26,Asia,38,0,1,Medium
C0483,Private,75,17.16,0.18,6,4634246,31,333222754,161839022,1.26,EU,68,1,2,High
C0484,Private,97,15.12,0.07,5,4273261,84,120385103,188948262,0.21,EU,96,1,3,High
C0485,Public,83,5.43,0.43,4,4887749,31,868875570,15980283,3.38,Asia,52,1,4,High
C0486,Private,49,9.6,0.04,1,3355016,71,604501959,143852508,3.91,North America,69,0,5,High
C0487,Private,70,17.63,0.96,5,2803811,33,248721876,197827368,0.48,Middle East,33,0,0,High
C0488,Public,45,7.06,0.63,2,2725276,37,625563716,115618772,3.33,Middle East,86,0,4,High
C0489,Foreign Subsidiary,96,20.32,0.15,5,2812524,43,32457529,125638781,1.13,EU,45,0,2,High
C0490,Public,40,18.65,0.17,5,4029598,45,872018014,41782808,4.95,EU,88,0,2,High
C0491,Private,46,28.02,0.57,3,372055,80,272203673,172486655,3.94,EU,54,0,2,High
C0492,Private,97,24.79,0.36,5,1651887,87,366342208,150253548,0.86,North America,34,0,2,High
C0493,Public,66,18.38,0.77,5,2551907,83,990435862,83090893,2.43,South America,30,0,2,High
C0494,Foreign Subsidiary,60,11.74,0.55,8,4239138,59,581426380,34065779,3.96,North America,49,1,2,High
